"","LIBCOM","nb","zone"
"3174","Bertaucourt-Epourdon",1,"reg32"
"3175","Berteaucourt-les-Dames",36,"reg32"
"3176","Berthecourt",102,"reg32"
"3177","Bertry",73,"reg32"
"3178","Besny-et-Loizy",8,"reg32"
"3179","Béthencourt",2,"reg32"
"3180","Béthisy-Saint-Martin",1,"reg32"
"3181","Béthisy-Saint-Pierre",338,"reg32"
"3182","Béthune",876,"reg32"
"3183","Bettencourt-Saint-Ouen",12,"reg32"
"3184","Bettignies",36,"reg32"
"3185","Bettrechies",8,"reg32"
"3186","Betz",14,"reg32"
"3187","Beugnâtre",9,"reg32"
"3188","Beugnies",3,"reg32"
"3189","Beugny",2,"reg32"
"3190","Beussent",12,"reg32"
"3191","Beutin",10,"reg32"
"3192","Beuvardes",1,"reg32"
"3193","Beuvrages",1199,"reg32"
"3194","Beuvrequen",8,"reg32"
"3195","Beuvry",724,"reg32"
"3196","Beuvry-la-Forêt",57,"reg32"
"3197","Bévillers",16,"reg32"
"3198","Bezinghem",4,"reg32"
"3199","Bézu-Saint-Germain",28,"reg32"
"3200","Biache-Saint-Vaast",151,"reg32"
"3201","Biefvillers-lès-Bapaume",1,"reg32"
"3202","Bierne",63,"reg32"
"3203","Billancourt",1,"reg32"
"3204","Billy-Berclau",240,"reg32"
"3205","Billy-Montigny",1661,"reg32"
"3206","Billy-sur-Aisne",2,"reg32"
"3207","Bitry",3,"reg32"
"3208","Blacourt",2,"reg32"
"3209","Blaincourt-lès-Précy",8,"reg32"
"3210","Blancfossé",1,"reg32"
"3211","Blangerval-Blangermont",1,"reg32"
"3212","Blangy-sous-Poix",1,"reg32"
"3213","Blangy-sur-Ternoise",27,"reg32"
"3214","Blargies",3,"reg32"
"3215","Blaringhem",126,"reg32"
"3216","Blendecques",280,"reg32"
"3217","Blérancourt",30,"reg32"
"3218","Blicourt",1,"reg32"
"3219","Boeschepe",30,"reg32"
"3220","Boëseghem",12,"reg32"
"3221","Bohain-en-Vermandois",373,"reg32"
"3222","Boiry-Becquerelle",3,"reg32"
"3223","Bois-Bernard",62,"reg32"
"3224","Bois-Grenier",70,"reg32"
"3225","Bollezeele",30,"reg32"
"3226","Bomy",9,"reg32"
"3227","Boncourt",1,"reg32"
"3228","Bondues",509,"reg32"
"3229","Bonneuil-les-Eaux",19,"reg32"
"3230","Bonningues-lès-Ardres",4,"reg32"
"3231","Bonningues-lès-Calais",12,"reg32"
"3232","Bonvillers",2,"reg32"
"3233","Boran-sur-Oise",123,"reg32"
"3234","Bornel",290,"reg32"
"3235","Boubers-sur-Canche",12,"reg32"
"3236","Bouchain",290,"reg32"
"3237","Bouconvillers",8,"reg32"
"3238","Boué",137,"reg32"
"3239","Boulogne-sur-Mer",7234,"reg32"
"3240","Bouquemaison",6,"reg32"
"3241","Bourbourg",733,"reg32"
"3242","Bourg-et-Comin",25,"reg32"
"3243","Bourghelles",19,"reg32"
"3244","Bourguignon-sous-Montbavin",1,"reg32"
"3245","Bourlon",3,"reg32"
"3246","Bourseville",1,"reg32"
"3247","Boursies",12,"reg32"
"3248","Bousbecque",304,"reg32"
"3249","Bousies",78,"reg32"
"3250","Bousignies-sur-Roc",2,"reg32"
"3251","Boussières-sur-Sambre",18,"reg32"
"3252","Boussois",320,"reg32"
"3253","Bouvaincourt-sur-Bresle",25,"reg32"
"3254","Bouvigny-Boyeffles",109,"reg32"
"3255","Bouvines",22,"reg32"
"3256","Bouzincourt",5,"reg32"
"3257","Boves",133,"reg32"
"3258","Braine",205,"reg32"
"3259","Brancourt-en-Laonnois",1,"reg32"
"3260","Brasles",129,"reg32"
"3261","Bray-Dunes",256,"reg32"
"3262","Bray-sur-Somme",31,"reg32"
"3263","Brebières",337,"reg32"
"3264","Brêmes",4,"reg32"
"3265","Brenouille",135,"reg32"
"3266","Bresles",225,"reg32"
"3267","Breteuil",612,"reg32"
"3268","Brétigny",9,"reg32"
"3269","Breuil",1,"reg32"
"3270","Breuil-le-Sec",130,"reg32"
"3271","Breuil-le-Vert",72,"reg32"
"3272","Brévillers",6,"reg32"
"3273","Briastre",2,"reg32"
"3274","Brillon",4,"reg32"
"3275","Brimeux",12,"reg32"
"3276","Briot",2,"reg32"
"3277","Brissay-Choigny",1,"reg32"
"3278","Brombos",1,"reg32"
"3279","Brouckerque",8,"reg32"
"3280","Bruay-la-Buissière",678,"reg32"
"3281","Bruay-sur-l'Escaut",1530,"reg32"
"3282","Bruille-lez-Marchiennes",108,"reg32"
"3283","Bruille-Saint-Amand",21,"reg32"
"3284","Brunehamel",22,"reg32"
"3285","Brunémont",18,"reg32"
"3286","Brunvillers-la-Motte",9,"reg32"
"3287","Bruyères-et-Montbérault",57,"reg32"
"3288","Bucamps",2,"reg32"
"3289","Bucy-le-Long",50,"reg32"
"3290","Bugnicourt",51,"reg32"
"3291","Buicourt",1,"reg32"
"3292","Buigny-l'Abbé",2,"reg32"
"3293","Buire",35,"reg32"
"3294","Buironfosse",80,"reg32"
"3295","Bulles",2,"reg32"
"3296","Bury",101,"reg32"
"3297","Bus-lès-Artois",1,"reg32"
"3298","Busigny",39,"reg32"
"3299","Bussy",5,"reg32"
"3300","C",3,"reg32"
"3301","Caëstre",33,"reg32"
"3302","Caisnes",6,"reg32"
"3303","Caix",1,"reg32"
"3304","Cambrai",2972,"reg32"
"3305","Cambron",33,"reg32"
"3306","Cambronne-lès-Ribécourt",168,"reg32"
"3307","Camon",388,"reg32"
"3308","Campeaux",3,"reg32"
"3309","Camphin-en-Pévèle",78,"reg32"
"3310","Campremy",19,"reg32"
"3311","Canaples",6,"reg32"
"3312","Candas",13,"reg32"
"3313","Canly",7,"reg32"
"3314","Canny-sur-Matz",1,"reg32"
"3315","Canny-sur-Thérain",1,"reg32"
"3316","Cantin",146,"reg32"
"3317","Capinghem",192,"reg32"
"3318","Cappelle-Brouck",14,"reg32"
"3319","Cappelle-en-Pévèle",42,"reg32"
"3320","Cappelle-la-Grande",1159,"reg32"
"3321","Cappy",2,"reg32"
"3322","Carlepont",13,"reg32"
"3323","Carnières",24,"reg32"
"3324","Carnin",22,"reg32"
"3325","Cassel",122,"reg32"
"3326","Catenoy",7,"reg32"
"3327","Catillon-Fumechon",1,"reg32"
"3328","Catillon-sur-Sambre",1,"reg32"
"3329","Caudry",1294,"reg32"
"3330","Cauffry",14,"reg32"
"3331","Caullery",1,"reg32"
"3332","Caumont",1,"reg32"
"3333","Cayeux-sur-Mer",40,"reg32"
"3334","Cempuis",1,"reg32"
"3335","Cerfontaine",7,"reg32"
"3336","Cerny-en-Laonnois",2,"reg32"
"3337","Cerseuil",1,"reg32"
"3338","Cessières",14,"reg32"
"3339","Chaillevois",1,"reg32"
"3340","Chamant",17,"reg32"
"3341","Chambly",1268,"reg32"
"3342","Chambors",9,"reg32"
"3343","Chambry",56,"reg32"
"3344","Chamouille",25,"reg32"
"3345","Chantilly",1245,"reg32"
"3346","Chaourse",1,"reg32"
"3347","Charly-sur-Marne",209,"reg32"
"3348","Charmes",66,"reg32"
"3349","Château-Thierry",2596,"reg32"
"3350","Châtillon-lès-Sons",1,"reg32"
"3351","Chaulnes",168,"reg32"
"3352","Chaumont-en-Vexin",253,"reg32"
"3353","Chauny",1519,"reg32"
"3354","Chemy",7,"reg32"
"3355","Chépy",139,"reg32"
"3356","Chéreng",83,"reg32"
"3357","Chéry-Chartreuve",1,"reg32"
"3358","Chevincourt",6,"reg32"
"3359","Chèvreville",1,"reg32"
"3360","Chevrières",86,"reg32"
"3361","Chézy-en-Orxois",1,"reg32"
"3362","Chézy-sur-Marne",24,"reg32"
"3363","Chierry",13,"reg32"
"3364","Chiry-Ourscamp",73,"reg32"
"3365","Chivy-lès-Étouvelles",39,"reg32"
"3366","Choisy-au-Bac",280,"reg32"
"3367","Cires-lès-Mello",287,"reg32"
"3368","Ciry-Salsogne",11,"reg32"
"3369","Clairfayts",9,"reg32"
"3370","Clairoix",122,"reg32"
"3371","Clamecy",1,"reg32"
"3372","Clary",16,"reg32"
"3373","Clastres",20,"reg32"
"3374","Clermont",1511,"reg32"
"3375","Coincy",32,"reg32"
"3376","Colleret",28,"reg32"
"3377","Combles",20,"reg32"
"3378","Comines",1308,"reg32"
"3379","Compiègne",7028,"reg32"
"3380","Condé-en-Brie",4,"reg32"
"3381","Condé-Folie",12,"reg32"
"3382","Condé-sur-Aisne",9,"reg32"
"3383","Condé-sur-l'Escaut",1953,"reg32"
"3384","Condren",5,"reg32"
"3385","Conty",92,"reg32"
"3386","Corbeil-Cerf",1,"reg32"
"3387","Corbeny",28,"reg32"
"3388","Corbie",647,"reg32"
"3389","Corcy",2,"reg32"
"3390","Cormeilles",10,"reg32"
"3391","Coucy-le-Château-Auffrique",38,"reg32"
"3392","Coucy-lès-Eppes",18,"reg32"
"3393","Coudekerque-Branche",2890,"reg32"
"3394","Coudun",45,"reg32"
"3395","Couloisy",8,"reg32"
"3396","Coulonvillers",2,"reg32"
"3397","Courcelles-Epayelles",8,"reg32"
"3398","Courcelles-lès-Gisors",1,"reg32"
"3399","Courchelettes",215,"reg32"
"3400","Courmelles",82,"reg32"
"3401","Courtemont-Varennes",10,"reg32"
"3402","Courteuil",8,"reg32"
"3403","Cousolre",73,"reg32"
"3404","Coutiches",54,"reg32"
"3405","Couvron-et-Aumencourt",113,"reg32"
"3406","Coye-la-Forêt",239,"reg32"
"3407","Cramoisy",25,"reg32"
"3408","Craywick",74,"reg32"
"3409","Crécy-au-Mont",2,"reg32"
"3410","Crécy-en-Ponthieu",36,"reg32"
"3411","Crécy-sur-Serre",93,"reg32"
"3412","Creil",7443,"reg32"
"3413","Crépy",53,"reg32"
"3414","Crépy-en-Valois",1389,"reg32"
"3415","Crespin",400,"reg32"
"3416","Crèvecoeur-le-Grand",366,"reg32"
"3417","Crèvecoeur-sur-l'Escaut",6,"reg32"
"3418","Crézancy",95,"reg32"
"3419","Crisolles",20,"reg32"
"3420","Croix",1971,"reg32"
"3421","Crouy",286,"reg32"
"3422","Cuffies",396,"reg32"
"3423","Cuincy",579,"reg32"
"3424","Cuise-la-Motte",205,"reg32"
"3425","Cuisy-en-Almont",2,"reg32"
"3426","Curgies",44,"reg32"
"3427","Cuts",9,"reg32"
"3428","Cuvilly",14,"reg32"
"3429","Cysoing",200,"reg32"
"3430","Dagny-Lambercy",9,"reg32"
"3431","Daméraucourt",2,"reg32"
"3432","Damousies",3,"reg32"
"3433","Danizy",37,"reg32"
"3434","Daours",28,"reg32"
"3435","Dargnies",85,"reg32"
"3436","Dechy",885,"reg32"
"3437","Denain",2635,"reg32"
"3438","Deûlémont",94,"reg32"
"3439","Dieudonné",15,"reg32"
"3440","Dives",2,"reg32"
"3441","Dizy-le-Gros",15,"reg32"
"3442","Domart-en-Ponthieu",11,"reg32"
"3443","Doméliers",1,"reg32"
"3444","Dommiers",1,"reg32"
"3445","Dompierre",2,"reg32"
"3446","Dompierre-Becquincourt",12,"reg32"
"3447","Dompierre-sur-Helpe",12,"reg32"
"3448","Don",88,"reg32"
"3449","Douai",7206,"reg32"
"3450","Douchy-les-Mines",1693,"reg32"
"3451","Doullens",630,"reg32"
"3452","Dreuil-lès-Amiens",32,"reg32"
"3453","Drincham",13,"reg32"
"3454","Dunkerque",14230,"reg32"
"3455","Dury",3,"reg32"
"3456","Ebblinghem",8,"reg32"
"3457","Écaillon",366,"reg32"
"3458","Eecke",18,"reg32"
"3459","Élincourt",1,"reg32"
"3460","Élincourt-Sainte-Marguerite",1,"reg32"
"3461","Embreville",12,"reg32"
"3462","Émerchicourt",24,"reg32"
"3463","Emmerin",53,"reg32"
"3464","Énencourt-le-Sec",1,"reg32"
"3465","Englefontaine",38,"reg32"
"3466","Englos",14,"reg32"
"3467","Ennetières-en-Weppes",16,"reg32"
"3468","Ennevelin",30,"reg32"
"3469","Épagne-Épagnette",1,"reg32"
"3470","Épagny",1,"reg32"
"3471","Épehy",38,"reg32"
"3472","Eppes",13,"reg32"
"3473","Eppeville",114,"reg32"
"3474","Équancourt",1,"reg32"
"3475","Éragny-sur-Epte",15,"reg32"
"3476","Erchin",2,"reg32"
"3477","Ercuis",128,"reg32"
"3478","Ermenonville",2,"reg32"
"3479","Erquinghem-le-Sec",24,"reg32"
"3480","Erquinghem-Lys",389,"reg32"
"3481","Erquinvillers",6,"reg32"
"3482","Erre",27,"reg32"
"3483","Escarmain",1,"reg32"
"3484","Escaudain",774,"reg32"
"3485","Esches",22,"reg32"
"3486","Espaubourg",1,"reg32"
"3487","Esquéhéries",1,"reg32"
"3488","Esquennoy",44,"reg32"
"3489","Essigny-le-Grand",23,"reg32"
"3490","Essômes-sur-Marne",39,"reg32"
"3491","Essuiles",2,"reg32"
"3492","Estréboeuf",1,"reg32"
"3493","Estrées-Saint-Denis",348,"reg32"
"3494","Étampes-sur-Marne",57,"reg32"
"3495","Ételfay",15,"reg32"
"3496","Étouy",16,"reg32"
"3497","Étréaupont",27,"reg32"
"3498","Étreillers",8,"reg32"
"3499","Étreux",152,"reg32"
"3500","Évergnicourt",20,"reg32"
"3501","F",2,"reg32"
"3502","Favières",2,"reg32"
"3503","Fayet",6,"reg32"
"3504","Fère-en-Tardenois",41,"reg32"
"3505","Ferrières",17,"reg32"
"3506","Feuquières",236,"reg32"
"3507","Feuquières-en-Vimeu",183,"reg32"
"3508","Fitz-James",219,"reg32"
"3509","Flavy-le-Meldeux",5,"reg32"
"3510","Flesselles",110,"reg32"
"3511","Fleurines",85,"reg32"
"3512","Fleury",16,"reg32"
"3513","Flixecourt",298,"reg32"
"3514","Fonches-Fonchette",1,"reg32"
"3515","Fontaine-sur-Somme",2,"reg32"
"3516","Formerie",199,"reg32"
"3517","Fort-Mahon-Plage",84,"reg32"
"3518","Fouilloy",76,"reg32"
"3519","Fouquerolles",1,"reg32"
"3520","Fournival",3,"reg32"
"3521","Francastel",18,"reg32"
"3522","Francières",3,"reg32"
"3523","Fréniches",3,"reg32"
"3524","Fresne-Léguillon",2,"reg32"
"3525","Fresneaux-Montchevreuil",1,"reg32"
"3526","Fresnes-Mazancourt",1,"reg32"
"3527","Fresnoy-en-Thelle",13,"reg32"
"3528","Fressenneville",109,"reg32"
"3529","Friville-Escarbotin",278,"reg32"
"3530","Frocourt",1,"reg32"
"3531","Froissy",106,"reg32"
"3532","Gamaches",206,"reg32"
"3533","Gannes",6,"reg32"
"3534","Gauville",22,"reg32"
"3535","Giraumont",12,"reg32"
"3536","Glisy",10,"reg32"
"3537","Goincourt",64,"reg32"
"3538","Golancourt",2,"reg32"
"3539","Gournay-sur-Aronde",3,"reg32"
"3540","Gouvieux",395,"reg32"
"3541","Grand-Verly",1,"reg32"
"3542","Grandfresnoy",21,"reg32"
"3543","Grandvillers-aux-Bois",1,"reg32"
"3544","Grandvilliers",458,"reg32"
"3545","Grouches-Luchuel",6,"reg32"
"3546","Guillaucourt",4,"reg32"
"3547","Guiscard",162,"reg32"
"3548","Hallencourt",65,"reg32"
"3549","Ham",657,"reg32"
"3550","Hanvoile",35,"reg32"
"3551","Harbonnières",150,"reg32"
"3552","Hardivillers",23,"reg32"
"3553","Hardivillers-en-Vexin",8,"reg32"
"3554","Haudivillers",18,"reg32"
"3555","Haute-Épine",10,"reg32"
"3556","Hémévillers",1,"reg32"
"3557","Hénonville",5,"reg32"
"3558","Herchies",8,"reg32"
"3559","Hermes",235,"reg32"
"3560","Heudicourt",2,"reg32"
"3561","Hombleux",9,"reg32"
"3562","Hornoy-le-Bourg",25,"reg32"
"3563","Hypercourt",7,"reg32"
"3564","Ignaucourt",1,"reg32"
"3565","Ivry-le-Temple",19,"reg32"
"3566","Jaméricourt",1,"reg32"
"3567","Jaulzy",73,"reg32"
"3568","Jaux",102,"reg32"
"3569","Jouy-sous-Thelle",1,"reg32"
"3570","Juvignies",4,"reg32"
"3571","L'Étoile",26,"reg32"
"3572","La Bassée",807,"reg32"
"3573","La Bouteille",6,"reg32"
"3574","La Capelle",227,"reg32"
"3575","La Chapelle-d'Armentières",690,"reg32"
"3576","La Chapelle-en-Serval",95,"reg32"
"3577","La Drenne",5,"reg32"
"3578","La Fère",535,"reg32"
"3579","La Houssoye",16,"reg32"
"3580","La Neuville-en-Hez",1,"reg32"
"3581","La Neuville-Roy",10,"reg32"
"3582","La Neuville-Saint-Pierre",2,"reg32"
"3583","La Rue-Saint-Pierre",9,"reg32"
"3584","La Sentinelle",408,"reg32"
"3585","La Vallée-au-Blé",4,"reg32"
"3586","Laboissière-en-Santerre",1,"reg32"
"3587","Laboissière-en-Thelle",14,"reg32"
"3588","Labosse",1,"reg32"
"3589","Labruyère",15,"reg32"
"3590","Lachapelle-aux-Pots",136,"reg32"
"3591","Lachelle",15,"reg32"
"3592","Lacroix-Saint-Ouen",381,"reg32"
"3593","Lagny",2,"reg32"
"3594","Laigneville",388,"reg32"
"3595","Lalande-en-Son",31,"reg32"
"3596","Lalandelle",18,"reg32"
"3597","Lamorlaye",334,"reg32"
"3598","Lamotte-Warfusée",1,"reg32"
"3599","Larbroye",19,"reg32"
"3600","Lassigny",72,"reg32"
"3601","Lattainville",1,"reg32"
"3602","Laversines",35,"reg32"
"3603","Lavilletertre",16,"reg32"
"3604","Le Cateau-Cambrésis",429,"reg32"
"3605","Le Coudray-Saint-Germer",124,"reg32"
"3606","Le Coudray-sur-Thelle",3,"reg32"
"3607","Le Crocq",1,"reg32"
"3608","Le Crotoy",55,"reg32"
"3609","Le Doulieu",12,"reg32"
"3610","Le Mesnil-en-Thelle",48,"reg32"
"3611","Le Mesnil-Théribus",19,"reg32"
"3612","Le Meux",85,"reg32"
"3613","Le Mont-Saint-Adrien",13,"reg32"
"3614","Le Plessier-sur-Bulles",1,"reg32"
"3615","Le Plessier-sur-Saint-Just",25,"reg32"
"3616","Le Plessis-Belleville",359,"reg32"
"3617","Le Plessis-Brion",53,"reg32"
"3618","Le Quesne",2,"reg32"
"3619","Le Quesnel",1,"reg32"
"3620","Le Quesnel-Aubry",1,"reg32"
"3621","Le Quesnoy",631,"reg32"
"3622","Léglantiers",33,"reg32"
"3623","Les Ageux",13,"reg32"
"3624","Les Rues-des-Vignes",7,"reg32"
"3625","Liancourt",823,"reg32"
"3626","Libermont",5,"reg32"
"3627","Liéramont",1,"reg32"
"3628","Lieuvillers",11,"reg32"
"3629","Lihons",8,"reg32"
"3630","Liomer",12,"reg32"
"3631","Litz",5,"reg32"
"3632","Loeuilly",1,"reg32"
"3633","Long",2,"reg32"
"3634","Longpré-les-Corps-Saints",93,"reg32"
"3635","Longueau",1063,"reg32"
"3636","Longueil-Annel",218,"reg32"
"3637","Longueil-Sainte-Marie",56,"reg32"
"3638","Lormaison",84,"reg32"
"3639","Loueuse",1,"reg32"
"3640","Lucheux",22,"reg32"
"3641","Luchy",2,"reg32"
"3642","Maignelay-Montigny",250,"reg32"
"3643","Maisoncelle-Tuilerie",7,"reg32"
"3644","Marcelcave",6,"reg32"
"3645","Marchélepot",19,"reg32"
"3646","Mareuil-sur-Ourcq",51,"reg32"
"3647","Margny-aux-Cerises",3,"reg32"
"3648","Margny-lès-Compiègne",880,"reg32"
"3649","Margny-sur-Matz",1,"reg32"
"3650","Marseille-en-Beauvaisis",244,"reg32"
"3651","Martainneville",8,"reg32"
"3652","Matigny",3,"reg32"
"3653","Maucourt",3,"reg32"
"3654","Méaulte",20,"reg32"
"3655","Méharicourt",13,"reg32"
"3656","Mélicocq",8,"reg32"
"3657","Mello",26,"reg32"
"3658","Mers-les-Bains",232,"reg32"
"3659","Méru",1593,"reg32"
"3660","Méry-la-Bataille",34,"reg32"
"3661","Mesnil-Saint-Nicaise",12,"reg32"
"3662","Miannay",5,"reg32"
"3663","Milly-sur-Thérain",145,"reg32"
"3664","Miraumont",2,"reg32"
"3665","Mogneville",25,"reg32"
"3666","Moislains",31,"reg32"
"3667","Moliens",80,"reg32"
"3668","Molliens-Dreuil",11,"reg32"
"3669","Monceaux",1,"reg32"
"3670","Monceaux-l'Abbaye",1,"reg32"
"3671","Monchy-Lagache",7,"reg32"
"3672","Monchy-Saint-Éloi",50,"reg32"
"3673","Mondescourt",3,"reg32"
"3674","Mons-Boubert",8,"reg32"
"3675","Montagny-en-Vexin",5,"reg32"
"3676","Montataire",2258,"reg32"
"3677","Montdidier",684,"reg32"
"3678","Montmartin",1,"reg32"
"3679","Morangles",22,"reg32"
"3680","Morchain",1,"reg32"
"3681","Moreuil",293,"reg32"
"3682","Morienval",41,"reg32"
"3683","Morvillers",19,"reg32"
"3684","Mouy",571,"reg32"
"3685","Moyenneville",14,"reg32"
"3686","Moyvillers",4,"reg32"
"3687","Muirancourt",36,"reg32"
"3688","Nanteuil-le-Haudouin",365,"reg32"
"3689","Nesle",168,"reg32"
"3690","Nesle-l'Hôpital",8,"reg32"
"3691","Neufvy-sur-Aronde",1,"reg32"
"3692","Neuilly-en-Thelle",231,"reg32"
"3693","Neuilly-sous-Clermont",34,"reg32"
"3694","Neuville-Coppegueule",5,"reg32"
"3695","Noailles",245,"reg32"
"3696","Nogent-sur-Oise",2900,"reg32"
"3697","Nointel",16,"reg32"
"3698","Nourard-le-Franc",7,"reg32"
"3699","Nouvion",65,"reg32"
"3700","Novillers",1,"reg32"
"3701","Noyelles-sur-Mer",34,"reg32"
"3702","Noyers-Saint-Martin",43,"reg32"
"3703","Noyon",2172,"reg32"
"3704","Offoy",4,"reg32"
"3705","Oisemont",50,"reg32"
"3706","Omécourt",1,"reg32"
"3707","Oneux",8,"reg32"
"3708","Ons-en-Bray",62,"reg32"
"3709","Orry-la-Ville",48,"reg32"
"3710","Orvillers-Sorel",1,"reg32"
"3711","Oudeuil",1,"reg32"
"3712","Oursel-Maison",14,"reg32"
"3713","Oust-Marest",24,"reg32"
"3714","Paillart",15,"reg32"
"3715","Pendé",24,"reg32"
"3716","Péronne",1100,"reg32"
"3717","Péroy-les-Gombries",24,"reg32"
"3718","Petite-Forêt",65,"reg32"
"3719","Phalempin",193,"reg32"
"3720","Picquigny",35,"reg32"
"3721","Pierrefonds",56,"reg32"
"3722","Pimprez",3,"reg32"
"3723","Pitgam",13,"reg32"
"3724","Plachy-Buyon",3,"reg32"
"3725","Plailly",30,"reg32"
"3726","Plainval",8,"reg32"
"3727","Poix-de-Picardie",246,"reg32"
"3728","Poix-du-Nord",92,"reg32"
"3729","Pommereuil",7,"reg32"
"3730","Pont-à-Marcq",175,"reg32"
"3731","Pont-de-Metz",128,"reg32"
"3732","Pont-l'Évêque",72,"reg32"
"3733","Pont-Remy",90,"reg32"
"3734","Pont-Sainte-Maxence",1952,"reg32"
"3735","Pont-sur-Sambre",165,"reg32"
"3736","Pontpoint",72,"reg32"
"3737","Porcheux",19,"reg32"
"3738","Porquéricourt",8,"reg32"
"3739","Pouilly",2,"reg32"
"3740","Précy-sur-Oise",136,"reg32"
"3741","Prémesques",50,"reg32"
"3742","Préseau",54,"reg32"
"3743","Preux-au-Bois",2,"reg32"
"3744","Prisches",17,"reg32"
"3745","Prouvy",201,"reg32"
"3746","Proville",197,"reg32"
"3747","Provin",358,"reg32"
"3748","Proyart",15,"reg32"
"3749","Puchevillers",4,"reg32"
"3750","Puiseux-en-Bray",16,"reg32"
"3751","Puiseux-le-Hauberger",5,"reg32"
"3752","Puits-la-Vallée",8,"reg32"
"3753","Quarouble",114,"reg32"
"3754","Quend",14,"reg32"
"3755","Quérénaing",2,"reg32"
"3756","Quesmy",4,"reg32"
"3757","Quesnoy-sur-Deûle",448,"reg32"
"3758","Quevauvillers",5,"reg32"
"3759","Quiévrechain",872,"reg32"
"3760","Quiévy",15,"reg32"
"3761","Quincampoix-Fleuzy",1,"reg32"
"3762","Quinquempoix",2,"reg32"
"3763","Râches",120,"reg32"
"3764","Radinghem-en-Weppes",16,"reg32"
"3765","Raillencourt-Sainte-Olle",101,"reg32"
"3766","Raimbeaucourt",224,"reg32"
"3767","Raincheval",3,"reg32"
"3768","Rainneville",7,"reg32"
"3769","Rainvillers",25,"reg32"
"3770","Raismes",2018,"reg32"
"3771","Ramillies",28,"reg32"
"3772","Rantigny",148,"reg32"
"3773","Ravenel",34,"reg32"
"3774","Recquignies",219,"reg32"
"3775","Rejet-de-Beaulieu",2,"reg32"
"3776","Remiencourt",2,"reg32"
"3777","Remy",52,"reg32"
"3778","Renescure",87,"reg32"
"3779","Ressons-sur-Matz",155,"reg32"
"3780","Rethondes",9,"reg32"
"3781","Rethonvillers",2,"reg32"
"3782","Reuil-sur-Brêche",7,"reg32"
"3783","Reumont",9,"reg32"
"3784","Rexpoëde",69,"reg32"
"3785","Ribeaucourt",1,"reg32"
"3786","Ribécourt-Dreslincourt",365,"reg32"
"3787","Rieulay",74,"reg32"
"3788","Rieux",95,"reg32"
"3789","Rieux-en-Cambrésis",57,"reg32"
"3790","Rivery",166,"reg32"
"3791","Robersart",1,"reg32"
"3792","Rochy-Condé",43,"reg32"
"3793","Roeulx",202,"reg32"
"3794","Roisel",89,"reg32"
"3795","Rombies-et-Marchipont",12,"reg32"
"3796","Romescamps",34,"reg32"
"3797","Ronchin",1993,"reg32"
"3798","Roncq",999,"reg32"
"3799","Roost-Warendin",842,"reg32"
"3800","Rosières-en-Santerre",211,"reg32"
"3801","Rosoy-en-Multien",9,"reg32"
"3802","Rosult",5,"reg32"
"3803","Roubaix",15268,"reg32"
"3804","Rousies",266,"reg32"
"3805","Rouvignies",48,"reg32"
"3806","Rouvillers",2,"reg32"
"3807","Rouvres-en-Multien",21,"reg32"
"3808","Rouvroy-en-Santerre",1,"reg32"
"3809","Roy-Boissy",1,"reg32"
"3810","Royaucourt",1,"reg32"
"3811","Roye",942,"reg32"
"3812","Rubrouck",5,"reg32"
"3813","Rue",99,"reg32"
"3814","Ruesnes",6,"reg32"
"3815","Rumegies",20,"reg32"
"3816","Rumilly-en-Cambrésis",14,"reg32"
"3817","Sacy-le-Grand",14,"reg32"
"3818","Sacy-le-Petit",20,"reg32"
"3819","Sailly-Flibeaucourt",47,"reg32"
"3820","Sailly-lez-Lannoy",63,"reg32"
"3821","Sailly-Saillisel",24,"reg32"
"3822","Sainghin-en-Mélantois",132,"reg32"
"3823","Sainghin-en-Weppes",200,"reg32"
"3824","Sains-du-Nord",270,"reg32"
"3825","Sains-en-Amiénois",18,"reg32"
"3826","Sains-Morainvillers",1,"reg32"
"3827","Saint-Amand-les-Eaux",1655,"reg32"
"3828","Saint-André-Farivillers",5,"reg32"
"3829","Saint-André-lez-Lille",1293,"reg32"
"3830","Saint-Aubert",3,"reg32"
"3831","Saint-Aubin-en-Bray",60,"reg32"
"3832","Saint-Crépin-Ibouvillers",30,"reg32"
"3833","Saint-Fuscien",7,"reg32"
"3834","Saint-Georges-sur-l'Aa",31,"reg32"
"3835","Saint-Germain-la-Poterie",16,"reg32"
"3836","Saint-Germer-de-Fly",37,"reg32"
"3837","Saint-Gratien",1,"reg32"
"3838","Saint-Hilaire-lez-Cambrai",5,"reg32"
"3839","Saint-Hilaire-sur-Helpe",13,"reg32"
"3840","Saint-Jans-Cappel",51,"reg32"
"3841","Saint-Just-en-Chaussée",878,"reg32"
"3842","Saint-Léger-aux-Bois",1,"reg32"
"3843","Saint-Léger-en-Bray",7,"reg32"
"3844","Saint-Léger-lès-Domart",194,"reg32"
"3845","Saint-Leu-d'Esserent",509,"reg32"
"3846","Saint-Martin-aux-Bois",14,"reg32"
"3847","Saint-Martin-le-Noeud",13,"reg32"
"3848","Saint-Martin-Longueau",34,"reg32"
"3849","Saint-Martin-sur-Écaillon",1,"reg32"
"3850","Saint-Maur",30,"reg32"
"3851","Saint-Maximin",342,"reg32"
"3852","Saint-Momelin",11,"reg32"
"3853","Saint-Ouen",79,"reg32"
"3854","Saint-Pierre-Brouck",9,"reg32"
"3855","Saint-Python",12,"reg32"
